,Unnamed: 0,Company Name,BIN,Industry,Business,Program,Effective Date,Address,Postcode,Borough,Latitude,Longitude,Month Count,Periodic Savings,Total Tree Count within 0.5 Mile,Periodic Savings within 0.5 Mile
127,144,"Crystal Lake Trading, Inc.",3257058,Manufacturing,Mfg. of Dresses,Relocator,2010-11-01,140 58th Street Bldg. B Unit 4B,11220,BROOKLYN ,40.645338,-74.022864,85,988.74,137,1678.6330000000003
128,145,"Cyracom International, Inc.",4114293,Other,,Relocator,2015-07-01,41-61 Kissena Blvd. ,11354,QUEENS   ,40.757519,-73.82775500000002,30,861.05,648,2598.7466666666664
129,146,"D C Group, Inc.",4003539,Manufacturing,Jewelry Settings,Relocator,2007-12-06,31-00 47th Ave,11101,QUEENS   ,40.74306,-73.935652,120,1901.91,388,1587.1687499999998
130,147,D.   C. CENTER CORP,4052953,Commercial,Commercial Dry Cleaning Plant,IDA,2008-10-14,47-75 48th St.,11377,QUEENS   ,40.739689,-73.917486,110,2957.31,1179,2957.31
131,148,"D.V. TRADING CO., INC.",3257058,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,2007-03-06,"140 58TH ST., BLDG. A UNIT 7L",11220,BROOKLYN ,40.645338,-74.022864,129,68.43,137,1678.6330000000003
132,149,DAIRYLAND USA CORP.,2127434,Wholesale/Warehouse/Distribution,WHLS. FOOD DIST. AND MFG.,Tenant,2005-02-03,240 FOOD CENTER DRIVE,10474,BRONX    ,40.810305,-73.87369100000002,154,4668.93,17,1499.1007692307694
133,150,"DALOW INDUSTRIES, INC.",4003539,Wholesale/Warehouse/Distribution,WHSL. JEWELRY,Tenant,2001-04-06,31-00 47TH AVENUE,11101,QUEENS   ,40.74306,-73.935652,200,1358.09,388,1587.1687499999998
134,151,Daniel Scuderi,4001325,Manufacturing,Antique Furniture,Relocator,2016-10-14,47-15 Barnett  Avenue,11101,QUEENS   ,40.750033,-73.915867,14,337.74,831,886.09
135,152,"Dart Medical Labortory, Inc.",3257058,Commercial,Clinical Laboratory testing facility,Tenant,2015-03-19,140 58th Street Bldg. A Unit 3L,11220,BROOKLYN ,40.645338,-74.022864,33,898.77,137,1678.6330000000003
136,153,Dasny Mechanical Inc.,4566577,Manufacturing,HVAC systems,IDA,2011-09-30,112-20 14th Avenue,11356,QUEENS   ,40.785665,-73.854823,75,801.5,103,14075.476666666667
137,154,DCD Marketing Ltd.,3083582,Commercial,"Advertising and marketing, collating, graphics, printing.",IDA,2008-08-04,2744 Atlantic Avenue,11207,BROOKLYN ,40.676158,-73.89293,112,1329.25,513,3262.676
138,155,"Deep Draw Silver, Inc.",2004023,Manufacturing,Mfg. of silver plating,ICIP,2009-07-10,820 E. 141st Street,10454,BRONX    ,40.805545,-73.908265,101,911.98,254,2770.871818181818
139,156,DELL''''''''S MARASCHINO CHERRIES CO.,3008674,Manufacturing,MFG. PROC. CHERRIES,ICIP,2004-09-03,175 DIKEMAN STREET,11231,BROOKLYN ,40.678254,-74.015712,159,5153.53,235,1504.2888888888888
140,157,DEPOSITORY TRUST COMPANY,3257058,Commercial,DATA PROCESSING,Tenant,2013-07-03,140 58TH STREET,11220,BROOKLYN ,40.645338,-74.022864,53,30754.74,137,1678.6330000000003
141,158,DI DOMENICO & PARTNERS LLP,4004700,Commercial,Architectural firm applyig for back office operation,Relocator,2008-09-02,38-17 CRESCENT STREET,11101,QUEENS   ,40.755514,-73.936048,111,382.29,553,4319.920909090909
142,159,DIAMOND STREET PROPERTIES,3065441,Manufacturing,"film, television production",ICIP,2008-03-04,203 Meserole Ave,11222,BROOKLYN ,40.728643,-73.948045,117,4810.48,732,1423.264
143,160,"MCM Enterprises, Inc.",3008891,Manufacturing,,ICIP,2014-09-11,63 19th Street,11232,BROOKLYN ,40.666156,-73.99833100000002,39,479.97,147,2717.536428571428
144,161,Dinas Distribution Corp.,4440678,Wholesale/Warehouse/Distribution,Distributor of foods,IDA,2010-04-20,104-46 Dunkirk Street,11412,QUEENS   ,40.70463400000001,-73.774736,92,1018.41,5,901.47
145,163,DONNELLY MECHANICAL CORP.,4231340,Wholesale/Warehouse/Distribution,WHS. DIST. HEATING & AIR,ICIP,2005-02-11,96-59 222ND STREET,11429,QUEENS   ,40.718175,-73.73167099999998,154,632.35,756,710.97
146,164,"Down East & Seafood, Inc.",2006949,Manufacturing,Distributor of seafood,ICIP,2008-06-03,311 Manida Street,10474,BRONX    ,40.806967,-73.88643499999998,114,1205.44,41,1400.1727272727273
147,165,DOWN RIGHTS LTD.,3350102,Manufacturing,MFG LINENS & BEDDING,IDA,2005-07-13,4603 FIRST AVENUE,11232,BROOKLYN ,40.652459,-74.017003,149,722.72,137,1187.5855555555556
148,166,Duce Construction Corp.,1081778,Commercial,,Tenant,2013-06-10,412 West 127th Street,10027,MANHATTAN,40.812887,-73.953622,54,171.16,595,357.9335714285714
149,167,"DUFOUR PASTRY KITCHEN, INC.",2004038,Manufacturing,MFG. BAKED GOODS,Relocator,2008-04-09,251 LOCUST AVE,10454,BRONX    ,40.802237,-73.907201,116,948.86,255,2975.317
150,168,Dundy Glass & Mirror Corp.,4442292,Manufacturing,Cutter of glass,ICIP,2008-04-16,122-52 Montauk Street,11413,QUEENS   ,40.681472,-73.759058,116,458.81,52,1789.1433333333334
151,169,"DURA FOAM, INC.",4437578,Manufacturing,MFG/FABR FOAM & CUSHIONS,ICIP,2006-02-16,63-02 59TH AVENUE,11378,QUEENS   ,40.719695,-73.901421,142,626.77,182,302.60666666666674
152,170,"East Coast Envelope & Graphics, LLC",4058925,Manufacturing,MFG. OF ENVELOPES,ICAP,2016-10-17,56-05 55th Dr,11378,QUEENS   ,40.726479,-73.914291,14,8644.28,73,2705.095714285714
153,171,"East Coast Envelope & Graphics, LLC",4058925,Manufacturing,MFG. OF ENVELOPES,IDA,2003-07-18,56-05 55th Dr,11378,QUEENS   ,40.726479,-73.914291,173,2154.08,73,2705.095714285714
154,172,"EASTERN CONCEPTS, INC.",4000463,Manufacturing,Signs and Award Plaques,Relocator,2015-11-04,11030 45TH ROAD,11101,QUEENS   ,40.746929,-73.949225,25,171.62,262,2470.6864705882354
155,174,"Eastern Plating, Inc.",3083763,Wholesale/Warehouse/Distribution,Mfg. Silver Plating,ICIP,2010-04-22,1943 Pitkin Avenue,11207,BROOKLYN ,40.671139,-73.900999,92,428.51,232,1997.035
156,175,"Echostar Satellite, LLC",4438020,Commercial,,ICIP,2009-01-02,3189 123rd Street,11354,QUEENS   ,40.766816,-73.845843,107,2766.58,36,3675.41
157,176,"Eclectic/Encore Properties, Inc.",4311874,Commercial,Prop and rental company,IDA,2015-07-08,47-51 33rd Street,11101,QUEENS   ,40.741725,-73.932261,29,1124.59,665,1524.0191111111112
158,177,ECONOMY PUMP & MOTOR REPAIR INC.,4009522,Manufacturing,MFG. PUMPS & MOTORS,IDA,2004-11-02,36-52 36TH STREET,11101,QUEENS   ,40.753743,-73.926553,157,155.73,558,582.7142857142857
159,178,"EDISON PRICE, INC.",4004977,Manufacturing,,ICIP,2012-12-04,41-10 22 St.,11101,QUEENS   ,40.753148,-73.94170600000002,60,3282.08,615,3793.277058823529
160,179,Electronic Die Corp.,3336793,Manufacturing,Press clicker dies for paper cardboard,Tenant,2007-07-12,"89 19th St., 2nd Fl. space 1",11215,BROOKLYN ,40.66568400000001,-73.99754899999998,125,66.75,197,2717.5364285714286
161,180,"ELENI''S NYC, INC.",1017814,Manufacturing,COMM. BAKERY,Tenant,2007-10-04,33 Irving Place,10003,MANHATTAN,40.73520300000001,-73.987898,122,1350.94,333,1350.94
162,181,"EMERALD SEAFOOD CO., INC.",2088215,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,2006-07-03,"800 FOOD CENTER DRIVE,  59,61,63",10474,BRONX    ,40.805255,-73.876414,137,390.43,28,1504.5314814814817
163,182,"EMG Media, Inc.",4005232,Commercial,organize corp events and sales promo svcs,Relocator,2015-07-08,11-11 44th Drive,11101,QUEENS   ,40.748483,-73.949282,29,379.2,316,2655.056666666667
164,183,Empire Merchants,4014509,Wholesale/Warehouse/Distribution,WH & DIST. WINES & SPIRIT,ICIP,2005-04-12,19-50 48TH STREET,11105,QUEENS   ,40.773816,-73.89556,152,551.49,439,2140.975
165,184,Empire Merchants,4014509,Wholesale/Warehouse/Distribution,WH & DIST. WINES & SPIRIT,IDA,2005-09-09,19-50 48TH STREET,11105,QUEENS   ,40.773816,-73.89556,147,3559.57,439,2140.975
166,186,ENVELOPE MANUFACTURERS,3070612,Manufacturing,MANUFACTURER,ICIP,2007-04-05,450 JOHNSON AVENUE,11237,BROOKLYN ,40.708045,-73.930409,128,5147.67,179,3102.608
167,187,Epic Pharma LLC,4440705,Manufacturing,Prescription pharmaceuticals,ICIP,2014-09-08,227-15 North Conduit Avenue,11413,QUEENS   ,40.666407,-73.746684,39,12583.5,425,2872.5340000000006
168,188,"EPONYMOUS ASSOC., LLC DBA STEINER",3335182,Commercial,PROD. STUDIO,Tenant,2005-06-05,15 WASHINGTON AVENUE,11205,BROOKLYN ,40.701526,-73.967512,150,14545.16,128,6163.131666666665
169,189,"Export Trade of America, Inc.",4000441,Commercial,Exporter of american groceries,Relocator,2009-06-08,44-61 11th Street,11101,QUEENS   ,40.748206,-73.949701,102,167.33,287,2334.776451612903
170,190,"E-Z Ink, Inc.",3257058,Manufacturing,,City/State,2014-09-03,140 58th Street Bldg. B Unit 4E,11220,BROOKLYN ,40.645338,-74.022864,39,1007.19,137,1678.6330000000003
171,191,"FAIR FISH CO., INC.",2088215,Wholesale/Warehouse/Distribution,DIST. VARIOUS FISH,Tenant,2006-03-07,"800 FOOD CENTER DRIVE UNITS21,23,25",10474,BRONX    ,40.805255,-73.876414,141,332.33,28,1504.5314814814817
172,192,Fairway Bakery LLC,2004053,Manufacturing,Baked goods and fresh produce preparation and distributing,Relocator,2014-11-06,400 Walnut Avenue,10454,BRONX    ,40.805184,-73.906015,37,11269.09,214,3192.7633333333333
173,193,"FALCONE''''S COOKIELAND, LTD.",3132386,Manufacturing,MFG. FLAT BREAD & COOKIES,ICIP,2004-07-16,1632 61ST STREET,11204,BROOKLYN ,40.623705,-73.991628,161,1388.52,209,1388.52
174,194,"FAT WITCH BAKERY, INC.",1087919,Manufacturing,COMMERCIAL BAKERY,Relocator,2009-02-12,1753 Park Ave,10035,MANHATTAN,40.802929,-73.940568,106,501.5,1465,743.56
175,195,Faviana International Inc,4003554,Manufacturing,design & manufacture women''''''''s evening wear,IDA,2016-07-07,31-10 Hunters Point Ave,11101,QUEENS   ,40.740233,-73.935968,17,592.95,343,1645.4113636363638
176,196,"FAVORITE PLASTICS CO., INC.",3325342,Manufacturing,MFG. PLASTIC BAGS,ICIP,2005-08-18,1465 UTICA AVENUE,11205,BROOKLYN ,40.636521,-73.928747,148,26206.67,68,13415.656666666668
177,197,"FAVORITE PLASTICS CO., INC.",3325342,Manufacturing,MFG. PLASTIC BAGS,IDA,2017-06-02,1465 UTICA AVENUE,11205,BROOKLYN ,40.636521,-73.928747,6,7830.71,68,13415.656666666668
178,198,Fay Da Manufacturing Corp.,3071471,Manufacturing,Mfg Asian dessert food products,ICIP,2009-07-07,186-192 SEIGEL STREET,11206,BROOKLYN ,40.704687,-73.938484,101,2450.23,356,3308.218181818182
179,199,FEDERAL EXPRESS,3398770,Commercial,OVERNIGHT SHP.,ICAP,2015-07-08,"51 20TH STREET, 1ST FL.",11232,BROOKLYN ,40.665231,-73.998209,29,5747.47,145,2717.536428571428
180,200,FEDERAL EXPRESS,3398770,Commercial,OVERNIGHT SHP.,ICIP,2007-07-05,"51 20TH STREET, 1ST FL.",11232,BROOKLYN ,40.665231,-73.998209,125,2953.04,145,2717.536428571428
181,201,FEDERAL EXPRESS,3398770,Commercial,OVERNIGHT SHP.,Relocator,2008-09-09,"51 20TH STREET, 1ST FL.",11232,BROOKLYN ,40.665231,-73.998209,111,3961.22,145,2717.536428571428
182,202,First United Distribution Corp.,4539678,Wholesale/Warehouse/Distribution,,Tenant,2015-10-16,58-38 59th Street,11378,QUEENS   ,40.719945,-73.908282,26,198.36,224,2093.451818181818
183,203,"Five Star Seafood, Inc.",2088215,Wholesale/Warehouse/Distribution,Wholersaler of seafood,Tenant,2006-03-07,800 Food Center Dr. UNIT 94,10474,BRONX    ,40.805255,-73.876414,141,126.3,28,1504.5314814814817
184,204,FLYING SCOT CORPORATION,5086797,Manufacturing,MFG. PRE. SEN. LABELS,ICIP,2004-12-29,364 SHARROTTS ROAD,10309,STATEN IS,40.537235,-74.23074,156,355.44,198,355.44
185,205,"Food Saver, New York, Inc.",3221975,Manufacturing,,ICIP,2015-05-26,402 E. 83rd Street,11236,BROOKLYN ,40.643104,-73.91790400000002,31,1174.74,47,1485.5
186,207,FOREST CITY PIERREPONT ASSOCIATES,3001937,Commercial,Landlord,ICIP,2008-10-30,300 CADMAN PLAZA WEST,11201,BROOKLYN ,40.695201,-73.99086899999998,110,5301.16,105,1643.6142857142859
187,208,"Foster Reeve & Associates, Inc.",3404803,Manufacturing,"Mfg. of Plaster, Molding",Tenant,2010-06-02,1155 Manhattan Avenue #1011,11222,BROOKLYN ,40.738162,-73.955442,90,413.81,123,629.4054545454545
188,209,"FRANK W. WILKISSON, INC.",2088215,Wholesale/Warehouse/Distribution,WHOLESALE AND DISTRIBUTOR,Tenant,2006-06-02,"800 FOOD CENTER DRIVE, UNITS 98",10474,BRONX    ,40.805255,-73.876414,138,183.61,28,1504.5314814814817
189,210,Franke Gottsegen & Cox Architect.,3004377,Commercial,,ICIP,2014-07-10,78 Union Street,11231,BROOKLYN ,40.684708,-74.004183,41,117.59,650,1597.7675000000002
190,212,Freeman Lewis LLP,4005224,Commercial,Corporate Law Office,Relocator,2013-04-08,11-11 44th Road,11101,QUEENS   ,40.749237,-73.949065,56,38.33,362,2534.477
191,213,FRESH DIRECT LLC,4436621,Manufacturing,MFG. PERIS. FOOD,ICIP,2010-10-05,23-30 BORDEN AVENUE,11101,QUEENS   ,40.739918,-73.947213,86,4086.78,83,1153.1228571428571
192,214,FULTON FERRY LIQUIDATOR,3257058,Wholesale/Warehouse/Distribution,Hardware liquidator,Tenant,2015-05-15,"140 58th St, Bldg B, Unit 2B",11220,BROOKLYN ,40.645338,-74.022864,31,209.79,137,1678.6330000000003
193,215,"FURNITURE DESIGN BY KNOSSOS, INC.",4014087,Manufacturing,MANUFACTURER,IDA,2007-06-08,24-30 B.Q.E. WEST,11377,QUEENS   ,40.76524600000001,-73.903566,126,566.75,476,626.4100000000001
194,217,"G & G SEAFOOD, INC.",2088215,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,Tenant,2006-05-03,"800 FOOD CENTER DRIVE Unit 36,125",10474,BRONX    ,40.805255,-73.876414,139,378.34,28,1504.5314814814817
195,218,"G & J WHOLESALE ASSOCIATES, LLC",1086569,Wholesale/Warehouse/Distribution,WHOLESALE,ICIP,2006-10-11,1735 PARK AVENUE,10035,MANHATTAN,40.802355,-73.94098699999998,134,860.12,1408,743.56
196,219,"Gailer Stamping & Die Cutting, LLC",4003103,Manufacturing,Die Cutting,Relocator,2010-06-02,37-18 Northern Blvd.,11101,QUEENS   ,40.752096,-73.925887,90,514.66,593,690.6188235294118
197,220,GENERAL HARDWARE MANUFACTURING,1002333,Manufacturing,MFG. SMALL HAND TOOLS,ICIP,2006-05-11,80 WHITE STREET,10013,MANHATTAN,40.717634,-74.00223299999998,139,616.01,651,369.3733333333334
198,221,"GLASSER MANUFACTURING CO., INC.",2069567,Manufacturing,MFG. BOW STRINGED INSTRUM,ICIP,2005-04-01,4330 BULLARD AVENUE,10466,BRONX    ,40.897944,-73.860098,153,869.41,310,1058.195
199,222,Global Container Terminal (GCT) New York LP,5000000,Commercial,"Container Terminal, transportation & warehousing",IDA,2006-09-06,300 Western Ave,10303,STATEN IS,40.633645,-74.182637,135,17160.38,0,17160.38
200,223,"GNY FILET FISH CO., INC.",2088215,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,Tenant,2006-03-07,800 FOOD CENTER DRIVE UNIT 108,10474,BRONX    ,40.805255,-73.876414,141,242.34,28,1504.5314814814817
201,224,Gotham Greens Gowanus LLC,3000000,Manufacturing,Hydroponic greenhouse,Tenant,2014-08-08,190-220 Third Street,11215,BROOKLYN ,40.675669,-73.989246,40,4974.63,723,1744.7385714285717
202,225,GOTHAM SEAFOOD CORP.,1012437,Manufacturing,MFG. FISH ,ICIP,2005-06-15,542 WEST 29TH STREET,10001,MANHATTAN,40.752098,-74.002999,150,689.67,18,689.67
203,226,GOURMET BOUTIQUE LLC,4296646,Manufacturing,MFG. GOURMET FOODS,IDA,2008-03-17,144-02 158th Street,11434,QUEENS   ,40.665363,-73.779302,117,13135.11,107,8666.665
204,227,"Gourmet Guru, Inc.",2094360,Wholesale/Warehouse/Distribution,Dist. of organic foods,IDA,2010-11-01,1123 Worthen Street,10474,BRONX    ,40.814074,-73.894052,85,1558.63,55,1525.9600000000003
205,229,Graham Windham Organization,1084105,Wholesale/Warehouse/Distribution,,Tenant,2012-10-09,423-429 West 127th Street,10027,MANHATTAN,40.812964,-73.95375899999998,62,340.83,583,357.9335714285715
206,230,"GRAND MERIDIAN PRINTINGS, INC.",4314365,Manufacturing,COMMERCIAL PRINTER,IDA,2009-04-08,31-16 Hunters Point Ave,11101,QUEENS   ,40.740189,-73.935824,104,991.87,353,1645.4113636363638
207,231,"Grandstand Sports & Memorabilia, Inc.",4003103,Wholesale/Warehouse/Distribution,,Relocator,2017-03-06,37-18 Northern Blvd,11101,QUEENS   ,40.752096,-73.925887,9,167.0,593,690.6188235294118
208,232,Greenpoint Avenue Realty LLC,3065233,Manufacturing,Film studio productions,ICIP,2014-11-03,370 Greenpoint Avenue,11222,BROOKLYN ,40.732015,-73.944744,37,3368.61,416,1644.0962499999998
209,233,"GREENPOINT GROUP, LLC",3332274,Manufacturing,manufacture air conditioning ducts,IDA,2008-06-02,242 Eagle Street,11222,BROOKLYN ,40.735569,-73.950677,114,470.99,193,1119.8514285714286
210,234,Gustav Restoration LLC,4015228,Manufacturing,"construction fabrication, roofing, metal, skylights",Relocator,2016-03-11,19-60 45th Street,11105,QUEENS   ,40.775199,-73.897862,21,569.56,436,1979.3188888888888
211,235,"H. FOX & CO., INC.",3082387,Manufacturing,MFG.,ICIP,2004-10-19,416 THATFORD AVENUE,11212,BROOKLYN ,40.660193,-73.907348,158,719.01,270,1376.53
212,236,"Halach Gold, Inc.",4003539,Manufacturing,,Relocator,2014-11-04,31-00 47th Avenue,11101,QUEENS   ,40.74306,-73.935652,37,156.79,388,1587.1687499999998
213,237,"HALE & HEARTY SOUPS, LLC",1012541,Manufacturing,MFG. WHS. OF SOUPS,ICIP,2009-02-05,75 NINTH AVENUE,10011,MANHATTAN,40.741876,-74.004713,106,5663.77,560,5663.77
214,238,"HALL STREET COLD STORAGE WAREHOUSE,",3334438,Wholesale/Warehouse/Distribution,WAREHOUSE/FROZEN FOODS,ICAP,2014-07-08,12-38 HALL STREET,11205,BROOKLYN ,40.6972,-73.966663,41,2694.09,522,7056.332
215,239,"HALL STREET COLD STORAGE WAREHOUSE,",3334438,Wholesale/Warehouse/Distribution,WAREHOUSE/FROZEN FOODS,ICIP,2009-09-03,12-38 HALL STREET,11205,BROOKLYN ,40.6972,-73.966663,99,2908.2,522,7056.332
216,240,HALMARK ARCHITECTUAL FINISHING,3035818,Commercial,Manufacturer of architectrual paint for metals,IDA,2015-07-17,1768 DEAN STREET,11232,BROOKLYN ,40.675741,-73.929199,29,914.19,237,914.19
217,241,"HEINSEN PRODUCTS, INC.",2087656,Manufacturing,Sausage products,ICIP,2008-02-04,312 CASANOVA STREET,10474,BRONX    ,40.806719,-73.888274,118,967.77,37,1402.8749999999998
218,242,"Helen Uffner Vintage Clothing, LLC",4003409,Wholesale/Warehouse/Distribution,"Renting vintage clothing to movie, theater and designer industry",Relocator,2007-10-03,"30-10 41st Avenue, 3rd Fl. South",11101,QUEENS   ,40.749656,-73.93594499999998,122,64.75,547,3844.583783783785
219,244,HELMS BROS. INC.,4120204,Commercial,PROVIDES PARTS AND REPAIR SERVICES OF CARS. | ,ICIP,2007-01-30,40-05 168TH STREET,11361,QUEENS   ,40.761017,-73.798233,131,2292.56,665,2292.56
220,245,"HENRY MODELL CO., INC.",2047123,Manufacturing,WAREHOUSE DISTRIBUTOR,IDA,2006-06-30,1500 BASSETT AVENUE,10461,BRONX    ,40.852806,-73.842191,138,5673.93,217,54296.735
221,246,"HERCULES HEAT TREATING CORPORATION,",3054180,Manufacturing,AEROSPACE PARTS,ICIP,2007-12-04,101 CLASSON AVENUE,11205,BROOKLYN ,40.697278,-73.961816,120,12747.38,556,5957.056666666666
222,247,"HERGO ERGONOMIC SYS., INC.",4058918,Manufacturing,MFG. SHEET METAL,Relocator,2006-05-16,56-01 55TH AVE.,11378,QUEENS   ,40.727923,-73.914625,139,1143.31,42,2584.387142857143
223,248,"HI INTERIORS, INC.",3336793,Manufacturing,Cabinets and doors,Tenant,2007-08-10,62 18TH STREET 6TH FL,11215,BROOKLYN ,40.666626,-73.997675,124,175.15,191,2717.5364285714286
224,249,Highline Locations LLC,3008773,Wholesale/Warehouse/Distribution,"Film production supplies, repairs and lighting warehouse",ICIP,2015-03-12,238-252 Conover Street,11231,BROOKLYN ,40.676489,-74.01613,33,214.71,233,1093.0099999999998
225,251,"HIRD/BLAKER, INC.",2117310,Manufacturing,Architectural woodworking,ICAP,2010-02-10,620 EAST 132ND STREET,10454,BRONX    ,40.802366,-73.918986,94,2744.53,317,1496.4166666666667
226,252,HI-TECH RESOURCE RECOVERY,3070560,Commercial,"recycling cardboard, plastics & metal",ICIP,2009-03-09,492 Scholes Street,11237,BROOKLYN ,40.711376,-73.927934,105,4122.1,238,1597.5425
227,253,"HOME ENTERTAINMENT DESIGN, INC.",1081779,Manufacturing,LANDLORD/MFG HOME ENTERTA,ICIP,2006-02-09,417 WEST 126TH STREET,10027,MANHATTAN,40.812648,-73.954391,142,151.71,611,357.9335714285715
228,254,"Hospital Audiences, Inc.",4003418,Commercial,Educational provider for person with mental problems.,Relocator,2013-08-06,33-02 Skillman Avenue,11101,QUEENS   ,40.746728,-73.931112,52,263.69,578,1348.2422222222224
229,255,"House of Spices (India), Inc",4462230,Manufacturing,spices and east Asian culinary goods,IDA,2005-06-14,57-07 49th Place,11368,QUEENS   ,40.721144,-73.919543,150,2501.39,22,3625.9127272727274
230,256,"Hudson Moving & Storage Co., Inc.",1063299,Wholesale/Warehouse/Distribution,,IDA,2012-01-18,659-665 W. 158th Street,10032,MANHATTAN,40.836017,-73.947563,71,160.17,1193,160.17
231,257,Ideas by Barbara,4003103,Manufacturing,Women''''''''''''''''s dresses,Relocator,2012-04-03,37-18 Northern Blvd,11101,QUEENS   ,40.752096,-73.925887,68,106.25,593,690.6188235294118
232,258,Idlewild 228th Street LLC,4612085,Landlord,,IDA,2015-07-16,145-68 228th Street & 145-44 227 St.,11413,QUEENS   ,40.660713,-73.752361,29,150.82,600,2872.534
233,260,Insek Design,3027572,Manufacturing,"Cast concrete, wood and metal furniture",Tenant,2016-10-21,1102 Atlantic Avenue,11238,BROOKLYN ,40.679518,-73.956819,14,51.66,811,229.18285714285713
234,261,"IPT Name & Designs, Inc.",4000411,Manufacturing,Mfg. of Jewelry,Tenant,2009-07-08,"10-40 45th Avenue, 3rd Fl.",11101,QUEENS   ,40.74805300000001,-73.951224,101,187.16,246,2334.7764516129037
235,262,"IRX Therapeutics, Inc.",3257058,Manufacturing,Drugs to fight cancer and other viral diseases,Tenant,2016-11-14,140 58th Street,11220,BROOKLYN ,40.645338,-74.022864,13,510.42,137,1678.6330000000003
236,263,J & B Realty LLC,4005214,Wholesale/Warehouse/Distribution,Warehouse and distribute wire cable communication products,ICIP,2008-07-07,11-20 43rd Rd,11101,QUEENS   ,40.750848,-73.948587,113,1024.98,414,4397.601111111111
237,264,J & J ASSOCIATES II LLC,2114065,Wholesale/Warehouse/Distribution,DISTRIBUTOR,ICIP,2007-04-03,1108 ZEREGA AVENUE,10462,BRONX    ,40.830846,-73.844459,128,163.72,356,1457.485
238,265,"J & J Johnson General Contracting Co., Inc.",4005277,Manufacturing,Furniture and wooden cabinets,IDA,2012-02-07,42-26 13th Street,11101,QUEENS   ,40.751745,-73.9458,70,729.64,488,4117.0297435897455
239,266,"J&S LICATA BROTHERS, INC",4196791,Commercial,WHOLESALE BAKERY,ICIP,2011-04-26,89-31 129TH STREET,11418,QUEENS   ,40.699206,-73.821995,80,1726.07,479,1277.6266666666668
240,268,J. SUSSMAN,4220265,Manufacturing,MFG. ALUMINUM CUST. WIN.,ICIP,2005-01-19,109-10 180TH STREET,11433,QUEENS   ,40.701945,-73.77622,155,784.53,14,901.47
241,269,J.A.P. Sportswear Ltd.,4003540,Manufacturing,Ladies Sportswear,Relocator,2007-07-06,"47-07 30th Place, 6 Fl",11101,QUEENS   ,40.742839,-73.936782,125,266.54,304,1587.1687499999998
242,270,Jacques Torres Manufacturing LLC,3257058,Manufacturing,chocolates and bakery products,Tenant,2013-07-03,140 58th Street,11220,BROOKLYN ,40.645338,-74.022864,53,487.78,137,1678.6330000000003
243,271,"JAMES CARPENTER DESIGN ASSOC., INC.",1002803,Manufacturing,Architectural glass design,IDA,2007-12-03,145 HUDSON ST. 4th Floor,10013,MANHATTAN,40.721073,-74.008398,120,129.19,1041,369.3733333333333
244,272,"JANUS MANAGEMENT, INC.",1081781,Other,LANDLORD,ICIP,2009-01-09,1361 AMSTERDAM AVENUE,10027,MANHATTAN,40.814216,-73.95564,107,232.72,402,263.51384615384615
245,273,Japanese Food Depot LLC,4100767,Wholesale/Warehouse/Distribution,fresh and frozen seafood,IDA,2016-05-03,31-45 Downing Street,11354,QUEENS   ,40.767332,-73.835629,19,2277.06,204,1258.065
246,274,JDB Market Corp.,4000767,Wholesale/Warehouse/Distribution,,ICIP,2012-04-06,25-34 50th Avenue,11101,QUEENS   ,40.740811,-73.944214,68,660.78,74,1573.6129629629631
247,275,"JetBlue Airways, Corp.",4005016,Other,,City/State,2013-12-04,27-01 Bridge Plaza North,11101,QUEENS   ,40.750561,-73.93931500000002,48,71006.96,582,4200.537419354839
248,276,"JetBlue Airways, Corp.",4005016,Other,,IDA,2013-06-04,27-01 Bridge Plaza North,11101,QUEENS   ,40.750561,-73.93931500000002,54,7052.52,582,4200.537419354839
249,277,"JETRO CASH & CARRY ENTERPRISES, INC",3008890,Wholesale/Warehouse/Distribution,WHSL PROVIDER OF FOOD,IDA,2006-02-09,566 HAMILTON AVENUE,11232,BROOKLYN ,40.667573,-73.996421,142,10772.71,257,2270.6056249999997
250,278,"Jewels For Me, Inc.",3322615,Manufacturing,jewelry,Relocator,2016-11-14,162 44th Street,11232,BROOKLYN ,40.652989,-74.014333,13,308.92,270,1096.3999999999999
251,279,JMS SEASONAL SEAFOOD CORP.,2088215,Wholesale/Warehouse/Distribution,DIST. OF VARIOUS FISH,Tenant,2006-03-07,800 FOOD CENTER DRIVE UNITS 52 & 54,10474,BRONX    ,40.805255,-73.876414,141,392.28,28,1504.5314814814817
252,280,JOE MONANI FISH CO.,2088215,Wholesale/Warehouse/Distribution,DIST. VARIOUS FISH,Tenant,2006-04-05,800 FOOD CENTER DRIVE UNIT 60&62,10474,BRONX    ,40.805255,-73.876414,140,449.82,28,1504.5314814814817
253,281,JOHN CARUSONE,4007517,Manufacturing,MANUFACTURER,ICIP,2007-02-02,30-01 BROADWAY,11106,QUEENS   ,40.762301,-73.92605999999998,130,36.98,1033,1254.075
